record_id,project_id,project_name,developer_id,report_date,milestone_name,milestone_planned_start,milestone_planned_end,milestone_actual_start,milestone_actual_end,planned_progress_pct,actual_progress_pct,progress_variance_pct,delay_days,delay_reason,planned_budget_aed,actual_cost_aed,cost_variance_aed,cost_overrun_pct,total_project_budget_aed,total_spent_to_date_aed,budget_utilization_pct,contractor_id,contractor_name,labour_deployed,labour_planned,resource_utilization_pct,rera_inspection_passed,quality_score,safety_incidents,project_health_score,delay_risk_flag,escalation_flag,next_milestone,next_milestone_due_date,handover_date_original,handover_date_revised
CONS001708,PRJ0096,Aldar Properties Al Yarmook Tower,DEV0003,2021-05-01,Structure,2021-03-02,2021-06-30,2021-03-15,2021-07-26,75.8,65.3,-10.48,26,Weather,46233114,47330773,1097659,2.37,277398684,94661546,102.37,CONT023,Contractor_146,303,501,60.48,True,86.7,0,86.2,True,False,MEP,2021-09-28,2022-05-26,2021-06-30
CONS001709,PRJ0065,Tiger Properties Sports City Gardens,DEV0012,2021-05-01,Foundation,2021-05-01,2021-06-30,2021-05-02,2021-07-02,72.2,74.7,2.51,2,,330934655,323590295,-7344360,-2.22,1985607930,323590295,97.78,CONT024,Contractor_106,417,380,109.74,True,97.5,0,98.4,False,False,Structure,2021-10-28,2022-07-25,2021-06-30
CONS001710,PRJ0159,Danube Properties Khalifa City Gardens,DEV0008,2021-05-01,Handover,2020-03-07,2020-04-06,2020-03-20,2020-05-02,85.0,78.3,-6.67,26,Design Change,57396708,52851627,-4545081,-7.92,344380248,317109762,92.08,CONT066,Contractor_158,153,219,69.86,True,68.3,1,79.5,False,True,Handover,2020-05-06,2021-05-31,2020-04-06
CONS001711,PRJ0024,Emaar Properties Dubai Marina Tower,DEV0001,2021-05-01,Structure,2021-03-02,2021-06-30,2021-03-08,2021-07-12,88.4,82.1,-6.26,12,,125399575,129810714,4411139,3.52,752397450,259621428,103.52,CONT076,Contractor_180,95,129,73.64,True,91.8,1,92.1,False,True,MEP,2021-09-28,2022-05-26,2021-06-30
CONS001712,PRJ0103,RAK Properties DAMAC Hills Gardens,DEV0011,2021-05-01,Fit-Out,2020-06-05,2020-09-03,2020-06-21,2020-10-05,99.1,85.4,-13.72,32,Financing,50617576,47628172,-2989404,-5.91,303705456,238140860,94.09,CONT039,Contractor_104,29,28,103.57,True,79.5,0,82.2,True,False,Handover,2020-10-03,2021-08-29,2020-10-11
CONS001713,PRJ0032,Nakheel Khalifa City Tower,DEV0004,2021-05-01,Structure,2021-03-02,2021-06-30,2021-03-04,2021-07-05,74.5,75.3,0.75,5,,99710559,84976254,-14734305,-14.78,598263354,169952508,85.22,CONT046,Contractor_132,522,660,79.09,True,86.6,1,93.1,False,True,MEP,2021-09-28,2022-05-26,2021-06-30
CONS001714,PRJ0106,RAK Properties Al Reem Island Heights,DEV0011,2021-05-01,Fit-Out,2020-06-05,2020-09-03,2020-06-09,2020-09-12,82.0,80.0,-1.97,9,,326768914,323173745,-3595169,-1.1,1960613484,1615868725,98.9,CONT117,Contractor_126,173,222,77.93,True,67.5,0,84.3,False,False,Handover,2020-10-03,2021-08-29,2020-09-03
CONS001715,PRJ0135,Meraas Yas Acres Gardens,DEV0005,2021-05-01,MEP,2020-11-02,2021-01-31,2020-11-02,2021-02-01,81.4,74.9,-6.51,1,,50471065,51328312,857247,1.7,302826390,153984936,101.7,CONT167,Contractor_166,137,190,72.11,True,77.1,0,90.0,False,False,Façade,2021-04-01,2022-01-26,2021-01-31
CONS001716,PRJ0040,Meraas Dubai Marina Gardens,DEV0005,2021-05-01,Handover,2020-03-07,2020-04-06,2020-03-09,2020-04-10,74.3,70.3,-3.98,4,,355505919,313858422,-41647497,-11.71,2133035514,1883150532,88.29,CONT104,Contractor_071,26,27,96.3,True,86.1,0,93.2,False,False,Handover,2020-05-06,2021-05-31,2020-04-06
CONS001717,PRJ0071,DAMAC Properties Al Furjan Heights,DEV0002,2021-05-01,Foundation,2021-05-01,2021-06-30,2021-05-06,2021-07-10,98.7,100.0,1.3,10,,28549539,24876584,-3672955,-12.87,171297234,24876584,87.13,CONT130,Contractor_065,46,48,95.83,True,71.6,0,85.6,False,False,Structure,2021-10-28,2022-07-25,2021-06-30
CONS001718,PRJ0079,Ellington Properties Dibba Gardens,DEV0010,2021-05-01,Façade,2020-08-04,2020-10-03,2020-08-06,2020-10-07,68.5,63.1,-5.38,4,,274448144,236170478,-38277666,-13.95,1646688864,944681912,86.05,CONT113,Contractor_045,383,448,85.49,True,76.1,0,89.2,False,False,Fit-Out,2021-01-01,2021-10-28,2020-10-03
CONS001719,PRJ0179,Samana Developers Muwaileh Heights,DEV0016,2021-05-01,Handover,2020-03-07,2020-04-06,2020-03-09,2020-04-10,87.3,90.9,3.64,4,,77381379,79934537,2553158,3.3,464288274,479607222,103.3,CONT072,Contractor_156,58,61,95.08,True,74.9,0,87.8,False,False,Handover,2020-05-06,2021-05-31,2020-04-06
CONS001720,PRJ0140,Meraas Yas Acres Tower,DEV0005,2021-05-01,Handover,2020-03-07,2020-04-06,2020-03-18,2020-04-28,81.8,74.1,-7.66,22,Weather,72127606,59453663,-12673943,-17.57,432765636,356721978,82.43,CONT079,Contractor_079,90,102,88.24,True,70.8,1,81.7,False,True,Handover,2020-05-06,2021-05-31,2020-04-06
CONS001721,PRJ0164,Samana Developers MBR City Heights,DEV0016,2021-05-01,Structure,2021-03-02,2021-06-30,2021-03-05,2021-07-06,77.2,78.5,1.29,6,,34122057,28101098,-6020959,-17.65,204732342,56202196,82.35,CONT013,Contractor_166,62,66,93.94,True,72.7,0,87.3,False,False,MEP,2021-09-28,2022-05-26,2021-06-30
CONS001722,PRJ0021,Reportage Properties Downtown Dubai Heights,DEV0015,2021-05-01,Façade,2020-08-04,2020-10-03,2020-08-06,2020-10-07,83.3,78.0,-5.28,4,,396632229,455529190,58896961,14.85,2379793374,1822116760,114.85,CONT054,Contractor_081,91,115,79.13,True,81.4,0,86.9,False,False,Fit-Out,2021-01-01,2021-10-28,2020-10-03
CONS001723,PRJ0044,Meydan Group Hayat Island Gardens,DEV0020,2021-05-01,Handover,2020-03-07,2020-04-06,2020-03-09,2020-04-10,77.4,75.1,-2.26,4,,219633996,180948072,-38685924,-17.61,1317803976,1085688432,82.39,CONT091,Contractor_112,311,446,69.73,True,93.7,0,96.3,False,False,Handover,2020-05-06,2021-05-31,2020-04-06
CONS001724,PRJ0118,Emaar Properties Al Yarmook Heights,DEV0001,2021-05-01,Structure,2021-03-02,2021-06-30,2021-03-12,2021-07-21,76.0,76.3,0.27,21,Financing,156678369,165109362,8430993,5.38,940070214,330218724,105.38,CONT042,Contractor_118,448,548,81.75,True,85.8,0,86.4,False,False,MEP,2021-09-28,2022-05-26,2021-06-30
CONS001725,PRJ0035,Aldar Properties Dubai Marina Gardens,DEV0003,2021-05-01,Façade,2020-08-04,2020-10-03,2020-08-10,2020-10-15,61.0,51.2,-9.77,12,,323241566,307999522,-15242044,-4.72,1939449396,1231998088,95.28,CONT133,Contractor_171,92,98,93.88,True,75.6,0,86.6,False,False,Fit-Out,2021-01-01,2021-10-28,2020-10-03
CONS001726,PRJ0053,Emaar Properties Palm Jumeirah Gardens,DEV0001,2021-05-01,Handover,2020-03-07,2020-04-06,2020-03-21,2020-05-05,97.3,82.8,-14.47,29,Weather,255953926,281005412,25051486,9.79,1535723556,1686032472,109.79,CONT010,Contractor_153,305,323,94.43,True,76.1,0,78.8,True,False,Handover,2020-05-06,2021-05-31,2020-04-06
CONS001727,PRJ0191,Binghatti Al Jurf Tower,DEV0009,2021-05-01,Handover,2020-03-07,2020-04-06,2020-03-11,2020-04-15,93.2,89.2,-4.04,9,,174388945,147963513,-26425432,-15.15,1046333670,887781078,84.85,CONT031,Contractor_106,104,101,102.97,True,79.5,0,89.1,False,False,Handover,2020-05-06,2021-05-31,2020-04-06
CONS001728,PRJ0141,Azizi Developments Meydan Heights,DEV0007,2021-05-01,Fit-Out,2020-06-05,2020-09-03,2020-06-05,2020-09-04,96.5,97.4,0.86,1,,244620341,285487552,40867211,16.71,1467722046,1427437760,116.71,CONT151,Contractor_144,58,56,103.57,True,82.0,0,87.5,False,True,Handover,2020-10-03,2021-08-29,2020-09-03
CONS001729,PRJ0153,Meraas Business Bay Tower,DEV0005,2021-05-01,Structure,2021-03-02,2021-06-30,2021-03-05,2021-07-06,80.8,78.1,-2.72,6,,311004445,339112336,28107891,9.04,1866026670,678224672,109.04,CONT185,Contractor_016,23,30,76.67,True,71.9,1,84.2,False,True,MEP,2021-09-28,2022-05-26,2021-06-30
CONS001730,PRJ0010,Majid Al Futtaim Meydan Tower,DEV0018,2021-05-01,Fit-Out,2020-06-05,2020-09-03,2020-06-05,,78.8,75.3,-3.47,0,,840889352,866764564,25875212,3.08,5045336112,4333822820,103.08,CONT199,Contractor_199,83,136,61.03,True,64.4,0,84.8,False,False,Handover,2020-10-03,2021-08-29,2020-09-03
CONS001731,PRJ0080,Meydan Group Palm Jumeirah Heights,DEV0020,2021-05-01,Handover,2020-03-07,2020-04-06,2020-03-07,,63.9,70.3,6.4,0,,76646678,68593780,-8052898,-10.51,459880068,411562680,89.49,CONT020,Contractor_133,75,82,91.46,True,81.0,0,92.4,False,False,Handover,2020-05-06,2021-05-31,2020-04-06
CONS001732,PRJ0048,Object 1 Al Furjan Tower,DEV0017,2021-05-01,Façade,2020-08-04,2020-10-03,2020-08-08,2020-10-12,97.0,98.7,1.72,9,,181450592,189864403,8413811,4.64,1088703552,759457612,104.64,CONT116,Contractor_050,80,131,61.07,True,81.8,0,88.6,False,False,Fit-Out,2021-01-01,2021-10-28,2020-10-03
CONS001733,PRJ0177,Select Group Business Bay Gardens,DEV0014,2021-06-01,Façade,2020-09-04,2020-11-03,2020-09-04,2020-11-04,86.0,73.2,-12.8,1,,77237481,71219545,-6017936,-7.79,463424886,284878180,92.21,CONT070,Contractor_079,176,220,80.0,True,78.3,0,91.0,True,False,Fit-Out,2021-02-01,2021-11-28,2020-11-03
CONS001734,PRJ0122,Nakheel Khalifa City Gardens,DEV0004,2021-06-01,Foundation,2021-06-01,2021-07-31,2021-06-07,2021-08-13,70.9,62.2,-8.7,13,,142161179,158212757,16051578,11.29,852967074,158212757,111.29,CONT022,Contractor_111,847,1300,65.15,False,83.9,0,86.3,False,False,Structure,2021-11-28,2022-08-25,2021-07-31
CONS001735,PRJ0098,Ellington Properties Ajman Corniche Heights,DEV0010,2021-06-01,Foundation,2021-06-01,2021-07-31,2021-06-01,,77.0,83.3,6.26,0,,238758610,248940236,10181626,4.26,1432551660,248940236,104.26,CONT044,Contractor_075,80,74,108.11,True,80.4,0,90.9,False,False,Structure,2021-11-28,2022-08-25,2021-07-31
CONS001736,PRJ0186,Danube Properties Motor City Tower,DEV0008,2021-06-01,Foundation,2021-06-01,2021-07-31,2021-06-05,2021-08-08,79.6,81.4,1.83,8,,274542932,256096924,-18446008,-6.72,1647257592,256096924,93.28,CONT052,Contractor_154,221,219,100.91,True,67.7,0,84.7,False,False,Structure,2021-11-28,2022-08-25,2021-07-31
CONS001737,PRJ0154,Ellington Properties Al Reef Heights,DEV0010,2021-06-01,MEP,2020-12-03,2021-03-03,2020-12-05,2021-03-07,60.3,67.1,6.77,4,,75230929,79212260,3981331,5.29,451385574,237636780,105.29,CONT143,Contractor_080,68,111,61.26,True,92.4,0,94.2,False,False,Façade,2021-05-02,2022-02-26,2021-03-03
CONS001738,PRJ0170,Nakheel JVC Heights,DEV0004,2021-06-01,MEP,2020-12-03,2021-03-03,2020-12-06,2021-03-10,93.5,85.7,-7.77,7,,139125744,163457851,24332107,17.49,834754464,490373553,117.49,CONT074,Contractor_153,339,535,63.36,True,84.4,0,86.4,False,True,Façade,2021-05-02,2022-02-26,2021-03-03
CONS001739,PRJ0041,DAMAC Properties Arabian Ranches Heights,DEV0002,2021-06-01,Foundation,2021-06-01,2021-07-31,2021-06-02,2021-08-03,63.4,66.9,3.5,3,,115386981,121642460,6255479,5.42,692321886,121642460,105.42,CONT008,Contractor_198,189,215,87.91,True,89.9,0,93.4,False,False,Structure,2021-11-28,2022-08-25,2021-07-31
CONS001740,PRJ0113,Danube Properties Khalifa City Heights,DEV0008,2021-06-01,Fit-Out,2020-07-06,2020-10-04,2020-07-06,,97.3,98.5,1.21,0,,433960702,465698275,31737573,7.31,2603764212,2328491375,107.31,CONT007,Contractor_054,332,412,80.58,True,66.0,0,84.2,False,False,Handover,2020-11-03,2021-09-29,2020-10-04
CONS001741,PRJ0074,Select Group Al Raha Beach Gardens,DEV0014,2021-06-01,Structure,2021-04-02,2021-07-31,2021-04-08,2021-08-12,63.7,55.9,-7.83,12,,82231605,80199708,-2031897,-2.47,493389630,160399416,97.53,CONT137,Contractor_049,402,483,83.23,True,78.2,1,87.7,False,True,MEP,2021-10-29,2022-06-26,2021-07-31
CONS001742,PRJ0071,Meydan Group Dubai Creek Harbour Gardens,DEV0020,2021-06-01,Façade,2020-09-04,2020-11-03,2020-09-04,,99.1,88.9,-10.17,0,,225979384,184419520,-41559864,-18.39,1355876304,737678080,81.61,CONT021,Contractor_098,172,188,91.49,True,96.5,0,98.6,True,False,Fit-Out,2021-02-01,2021-11-28,2020-11-03
CONS001743,PRJ0043,Reportage Properties Meydan Heights,DEV0015,2021-06-01,Façade,2020-09-04,2020-11-03,2020-09-13,2020-11-21,84.1,78.4,-5.74,18,Financing,211799990,240616331,28816341,13.61,1270799940,962465324,113.61,CONT048,Contractor_045,188,198,94.95,True,70.2,0,78.6,False,False,Fit-Out,2021-02-01,2021-11-28,2020-11-03
CONS001744,PRJ0032,Aldar Properties Khalifa City Tower,DEV0003,2021-06-01,MEP,2020-12-03,2021-03-03,2020-12-03,2021-03-04,89.6,89.4,-0.2,1,,158475852,176199313,17723461,11.18,950855112,528597939,111.18,CONT190,Contractor_116,202,221,91.4,True,73.7,0,85.8,False,False,Façade,2021-05-02,2022-02-26,2021-03-03
CONS001745,PRJ0023,Nakheel Al Ghadeer Gardens,DEV0004,2021-06-01,Handover,2020-04-07,2020-05-07,2020-04-11,2020-05-16,92.3,88.9,-3.38,9,,232908984,224668185,-8240799,-3.54,1397453904,1348009110,96.46,CONT006,Contractor_049,178,297,59.93,True,87.7,0,92.4,False,False,Handover,2020-06-06,2021-07-01,2020-05-07
CONS001746,PRJ0170,Samana Developers Discovery Gardens Gardens,DEV0016,2021-06-01,MEP,2020-12-03,2021-03-03,2020-12-05,2021-03-08,78.6,86.1,7.55,5,,207322907,221998289,14675382,7.08,1243937442,665994867,107.08,CONT048,Contractor_179,103,98,105.1,True,85.0,0,90.4,False,False,Façade,2021-05-02,2022-02-26,2021-03-03
CONS001747,PRJ0073,Meydan Group Dubai South Heights,DEV0020,2021-06-01,Foundation,2021-06-01,2021-07-31,2021-06-08,2021-08-15,91.7,88.6,-3.14,15,Material Delay,172359041,195463008,23103967,13.4,1034154246,195463008,113.4,CONT048,Contractor_127,262,272,96.32,True,68.9,0,79.0,False,False,Structure,2021-11-28,2022-08-25,2021-07-31
CONS001748,PRJ0029,Majid Al Futtaim Muwaileh Heights,DEV0018,2021-06-01,Handover,2020-04-07,2020-05-07,2020-04-10,2020-05-13,86.7,80.2,-6.52,6,,92668624,80639909,-12028715,-12.98,556011744,483839454,87.02,CONT078,Contractor_045,183,257,71.21,True,87.5,0,93.2,False,False,Handover,2020-06-06,2021-07-01,2020-05-07
CONS001749,PRJ0138,Emaar Properties Palm Jumeirah Tower,DEV0001,2021-06-01,Structure,2021-04-02,2021-07-31,2021-04-05,2021-08-07,95.8,91.1,-4.74,7,,303208731,347049057,43840326,14.46,1819252386,694098114,114.46,CONT113,Contractor_152,99,97,102.06,True,77.1,0,84.4,False,False,MEP,2021-10-29,2022-06-26,2021-07-31
CONS001750,PRJ0046,Object 1 Corniche Gardens,DEV0017,2021-06-01,Handover,2020-04-07,2020-05-07,2020-04-17,2020-05-28,93.7,91.2,-2.52,21,Labour Shortage,476596908,462487061,-14109847,-2.96,2859581448,2774922366,97.04,CONT129,Contractor_198,142,145,97.93,True,66.6,0,80.3,False,False,Handover,2020-06-06,2021-07-01,2020-05-07
CONS001751,PRJ0093,Dubai Properties Al Majaz Heights,DEV0019,2021-06-01,Structure,2021-04-02,2021-07-31,2021-04-07,2021-08-11,76.6,90.7,14.13,11,,222269435,236336405,14066970,6.33,1333616610,472672810,106.33,CONT038,Contractor_170,176,183,96.17,True,71.6,0,83.4,False,False,MEP,2021-10-29,2022-06-26,2021-07-31
CONS001752,PRJ0048,Danube Properties UAQ Old Town Tower,DEV0008,2021-06-01,MEP,2020-12-03,2021-03-03,2020-12-09,2021-03-16,60.2,56.1,-4.09,13,,129445743,142353945,12908202,9.97,776674458,427061835,109.97,CONT037,Contractor_037,173,165,104.85,False,86.3,0,87.6,False,False,Façade,2021-05-02,2022-02-26,2021-03-03
CONS001753,PRJ0058,Meraas Dubai South Tower,DEV0005,2021-06-01,Fit-Out,2020-07-06,2020-10-04,2020-07-23,2020-11-08,67.7,59.3,-8.41,35,Labour Shortage,537673045,456247087,-81425958,-15.14,3226038270,2281235435,84.86,CONT130,Contractor_087,62,58,106.9,True,89.4,1,85.3,True,True,Handover,2020-11-03,2021-09-29,2020-11-15
CONS001754,PRJ0154,Ellington Properties Masdar City Gardens,DEV0010,2021-06-01,Handover,2020-04-07,2020-05-07,2020-04-16,2020-05-26,76.3,71.6,-4.66,19,Regulatory,200574524,196353031,-4221493,-2.1,1203447144,1178118186,97.9,CONT187,Contractor_008,106,175,60.57,True,84.3,0,88.0,False,False,Handover,2020-06-06,2021-07-01,2020-05-07
CONS001755,PRJ0012,Select Group Discovery Gardens Heights,DEV0014,2021-06-01,Foundation,2021-06-01,2021-07-31,2021-06-07,2021-08-12,99.2,96.6,-2.59,12,,488887934,469587805,-19300129,-3.95,2933327604,469587805,96.05,CONT142,Contractor_021,128,210,60.95,False,82.5,0,89.4,False,False,Structure,2021-11-28,2022-08-25,2021-07-31
CONS001756,PRJ0040,Emaar Properties Al Yarmook Gardens,DEV0001,2021-06-01,MEP,2020-12-03,2021-03-03,2020-12-07,2021-03-12,96.5,98.6,2.1,9,,288635000,233642529,-54992471,-19.05,1731810000,700927587,80.95,CONT054,Contractor_038,200,240,83.33,True,64.4,0,83.1,False,False,Façade,2021-05-02,2022-02-26,2021-03-03
CONS001757,PRJ0125,Meydan Group DAMAC Hills Gardens,DEV0020,2021-06-01,Façade,2020-09-04,2020-11-03,2020-09-06,2020-11-07,81.9,80.5,-1.35,4,,382560504,396181559,13621055,3.56,2295363024,1584726236,103.56,CONT039,Contractor_074,69,65,106.15,True,82.5,0,90.7,False,False,Fit-Out,2021-02-01,2021-11-28,2020-11-03
CONS001758,PRJ0068,Tiger Properties Yas Acres Gardens,DEV0012,2021-06-01,Foundation,2021-06-01,2021-07-31,2021-06-09,2021-08-17,84.8,79.8,-4.96,17,Design Change,132476525,154818820,22342295,16.87,794859150,154818820,116.87,CONT099,Contractor_177,72,92,78.26,False,72.6,0,78.9,False,True,Structure,2021-11-28,2022-08-25,2021-07-31
CONS001759,PRJ0070,Danube Properties Muwaileh Heights,DEV0008,2021-06-01,Structure,2021-04-02,2021-07-31,2021-04-04,2021-08-05,88.5,78.2,-10.28,5,,74642720,88949122,14306402,19.17,447856320,177898244,119.17,CONT108,Contractor_180,55,59,93.22,True,79.5,0,84.6,True,True,MEP,2021-10-29,2022-06-26,2021-07-31
CONS001760,PRJ0167,Dubai Properties Discovery Gardens Heights,DEV0019,2021-06-01,Fit-Out,2020-07-06,2020-10-04,2020-07-09,2020-10-11,85.9,78.4,-7.51,7,,115116776,96112021,-19004755,-16.51,690700656,480560105,83.49,CONT010,Contractor_175,65,96,67.71,True,78.3,0,89.2,False,False,Handover,2020-11-03,2021-09-29,2020-10-04
CONS001761,PRJ0078,Select Group Dubai South Gardens,DEV0014,2021-06-01,Façade,2020-09-04,2020-11-03,2020-09-06,2020-11-08,98.5,100.0,1.5,5,,503972587,414025878,-89946709,-17.85,3023835522,1656103512,82.15,CONT125,Contractor_129,24,29,82.76,True,64.6,0,84.3,False,False,Fit-Out,2021-02-01,2021-11-28,2020-11-03
CONS001762,PRJ0184,Sobha Realty Muwaileh Heights,DEV0006,2021-06-01,MEP,2020-12-03,2021-03-03,2020-12-12,2021-03-21,90.4,84.0,-6.42,18,Financing,178001131,160399478,-17601653,-9.89,1068006786,481198434,90.11,CONT196,Contractor_036,119,122,97.54,True,79.3,0,86.3,False,False,Façade,2021-05-02,2022-02-26,2021-03-03
CONS001763,PRJ0024,Aldar Properties Dubai Creek Harbour Gardens,DEV0003,2021-06-01,MEP,2020-12-03,2021-03-03,2020-12-03,2021-03-04,82.3,83.7,1.38,1,,94620729,81427692,-13193037,-13.94,567724374,244283076,86.06,CONT183,Contractor_079,474,501,94.61,True,78.9,0,91.3,False,False,Façade,2021-05-02,2022-02-26,2021-03-03
CONS001764,PRJ0155,Object 1 Corniche Tower,DEV0017,2021-06-01,Handover,2020-04-07,2020-05-07,2020-04-12,2020-05-17,76.8,69.2,-7.56,10,,93772190,83147174,-10625016,-11.33,562633140,498883044,88.67,CONT028,Contractor_120,147,161,91.3,True,68.1,0,84.2,False,False,Handover,2020-06-06,2021-07-01,2020-05-07
CONS001765,PRJ0051,Tiger Properties Al Reem Island Tower,DEV0012,2021-06-01,Handover,2020-04-07,2020-05-07,2020-04-12,2020-05-18,63.3,56.2,-7.08,11,,539480643,568951799,29471156,5.46,3236883858,3413710794,105.46,CONT037,Contractor_122,145,203,71.43,True,56.3,0,77.6,False,False,Handover,2020-06-06,2021-07-01,2020-05-07
CONS001766,PRJ0166,Aldar Properties JBR Tower,DEV0003,2021-06-01,Façade,2020-09-04,2020-11-03,2020-09-05,2020-11-05,62.6,62.8,0.25,2,,61711252,64555637,2844385,4.61,370267512,258222548,104.61,CONT041,Contractor_104,117,115,101.74,True,100.0,0,98.0,False,False,Fit-Out,2021-02-01,2021-11-28,2020-11-03
CONS001767,PRJ0067,Object 1 Saadiyat Island Tower,DEV0017,2021-06-01,Structure,2021-04-02,2021-07-31,2021-04-10,2021-08-16,72.3,66.8,-5.48,16,Design Change,278765413,271451124,-7314289,-2.62,1672592478,542902248,97.38,CONT165,Contractor_163,76,91,83.52,True,100.0,0,95.2,False,False,MEP,2021-10-29,2022-06-26,2021-07-31
CONS001768,PRJ0089,Majid Al Futtaim Sports City Tower,DEV0018,2021-06-01,Foundation,2021-06-01,2021-07-31,2021-06-12,2021-08-22,82.4,73.3,-9.14,22,Regulatory,115875269,118315560,2440291,2.11,695251614,118315560,102.11,CONT172,Contractor_034,150,148,101.35,False,72.4,0,81.7,False,False,Structure,2021-11-28,2022-08-25,2021-07-31
CONS001769,PRJ0022,Object 1 JVC Tower,DEV0017,2021-06-01,Structure,2021-04-02,2021-07-31,2021-04-05,2021-08-06,68.2,58.7,-9.52,6,,141302604,162422642,21120038,14.95,847815624,324845284,114.95,CONT064,Contractor_072,410,472,86.86,False,77.7,0,84.8,False,False,MEP,2021-10-29,2022-06-26,2021-07-31
CONS001770,PRJ0051,Object 1 Masdar City Tower,DEV0017,2021-06-01,Foundation,2021-06-01,2021-07-31,2021-06-04,2021-08-07,65.3,71.2,5.93,7,,663721626,788038312,124316686,18.73,3982329756,788038312,118.73,CONT042,Contractor_053,37,37,100.0,True,57.0,0,75.1,False,True,Structure,2021-11-28,2022-08-25,2021-07-31
CONS001771,PRJ0144,Majid Al Futtaim Al Reef Gardens,DEV0018,2021-06-01,Fit-Out,2020-07-06,2020-10-04,2020-07-11,2020-10-14,83.6,75.1,-8.47,10,,231472858,255073128,23600270,10.2,1388837148,1275365640,110.2,CONT061,Contractor_116,436,663,65.76,True,74.9,0,83.9,False,False,Handover,2020-11-03,2021-09-29,2020-10-04
CONS001772,PRJ0110,Emaar Properties Yas Island Tower,DEV0001,2021-06-01,Handover,2020-04-07,2020-05-07,2020-04-07,2020-05-08,78.0,72.3,-5.75,1,,160390839,183148803,22757964,14.19,962345034,1098892818,114.19,CONT037,Contractor_121,102,113,90.27,True,84.2,0,89.1,False,False,Handover,2020-06-06,2021-07-01,2020-05-07
CONS001773,PRJ0196,Imtiaz Developments Al Reem Island Tower,DEV0013,2021-06-01,Foundation,2021-06-01,2021-07-31,2021-06-03,2021-08-04,98.2,94.8,-3.37,4,,282388079,263206836,-19181243,-6.79,1694328474,263206836,93.21,CONT145,Contractor_165,139,211,65.88,True,72.3,0,87.7,False,False,Structure,2021-11-28,2022-08-25,2021-07-31
CONS001774,PRJ0061,Samana Developers Al Rashidiya Tower,DEV0016,2021-06-01,Structure,2021-04-02,2021-07-31,2021-04-03,2021-08-03,69.8,72.2,2.45,3,,157439523,170467958,13028435,8.28,944637138,340935916,108.28,CONT191,Contractor_188,89,124,71.77,True,62.9,0,81.8,False,False,MEP,2021-10-29,2022-06-26,2021-07-31
CONS001775,PRJ0112,DAMAC Properties Masdar City Heights,DEV0002,2021-06-01,Structure,2021-04-02,2021-07-31,2021-04-12,2021-08-21,66.8,52.5,-14.26,21,Financing,79902397,92644632,12742235,15.95,479414382,185289264,115.95,CONT080,Contractor_118,16,25,64.0,True,64.3,1,74.6,True,True,MEP,2021-10-29,2022-06-26,2021-07-31
CONS001776,PRJ0021,Imtiaz Developments Arabian Ranches Heights,DEV0013,2021-06-01,Structure,2021-04-02,2021-07-31,2021-04-04,2021-08-05,77.6,81.1,3.48,5,,65037852,69153723,4115871,6.33,390227112,138307446,106.33,CONT008,Contractor_136,52,77,67.53,True,94.3,0,94.3,False,False,MEP,2021-10-29,2022-06-26,2021-07-31
CONS001777,PRJ0199,Tiger Properties Downtown Dubai Gardens,DEV0012,2021-06-01,MEP,2020-12-03,2021-03-03,2020-12-05,2021-03-07,77.7,73.1,-4.65,4,,105829892,90693087,-15136805,-14.3,634979352,272079261,85.7,CONT197,Contractor_034,193,185,104.32,True,67.9,0,86.0,False,False,Façade,2021-05-02,2022-02-26,2021-03-03
CONS001778,PRJ0161,Binghatti Motor City Heights,DEV0009,2021-06-01,Handover,2020-04-07,2020-05-07,2020-04-08,2020-05-09,61.3,54.0,-7.32,2,,127809941,123897132,-3912809,-3.06,766859646,743382792,96.94,CONT161,Contractor_083,82,96,85.42,True,91.2,0,95.9,False,False,Handover,2020-06-06,2021-07-01,2020-05-07
CONS001779,PRJ0110,Emaar Properties JVC Tower,DEV0001,2021-06-01,Structure,2021-04-02,2021-07-31,2021-04-02,,83.5,87.3,3.75,0,,85672211,73718579,-11953632,-13.95,514033266,147437158,86.05,CONT042,Contractor_107,105,114,92.11,True,76.9,0,90.8,False,False,MEP,2021-10-29,2022-06-26,2021-07-31
CONS001780,PRJ0159,Tiger Properties Meydan Heights,DEV0012,2021-06-01,Handover,2020-04-07,2020-05-07,2020-04-07,,78.6,69.7,-8.86,0,,73465359,65655128,-7810231,-10.63,440792154,393930768,89.37,CONT036,Contractor_138,80,101,79.21,True,58.0,0,83.2,False,False,Handover,2020-06-06,2021-07-01,2020-05-07
CONS001781,PRJ0112,Aldar Properties Al Reef Tower,DEV0003,2021-06-01,Foundation,2021-06-01,2021-07-31,2021-06-06,2021-08-10,78.8,73.1,-5.67,10,,81552848,89851304,8298456,10.18,489317088,89851304,110.18,CONT167,Contractor_107,93,97,95.88,True,95.3,2,92.1,False,True,Structure,2021-11-28,2022-08-25,2021-07-31
CONS001782,PRJ0014,Tiger Properties Qidfa Gardens,DEV0012,2021-06-01,Structure,2021-04-02,2021-07-31,2021-04-05,2021-08-06,79.1,77.3,-1.78,6,,110316124,92694587,-17621537,-15.97,661896744,185389174,84.03,CONT039,Contractor_194,76,72,105.56,True,88.7,1,93.7,False,True,MEP,2021-10-29,2022-06-26,2021-07-31
