property_id,project_name,developer_id,emirate,city,locality,region,property_type,property_category,bedrooms,completion_status,area_sqft,listed_price_aed,price_per_sqft_aed,total_units_in_project,launch_year,freehold,golden_visa_eligible,dld_permit_no,rera_registration_no,amenities,walkability_score,metro_proximity_km,school_proximity_km,service_charge_per_sqft_aed
PROP0198,Dubai Properties Qidfa Heights,DEV0019,Fujairah,Fujairah,Qidfa,North UAE,Apartment,Mid-Market,Studio,Off-Plan,1255.7,1516569,1207.76,61,2020,True,False,DLD-NOC-353267,RERA-34468,"Pool,Gym,Kids Play,Parking",72.7,1.7,2.0,12.33
PROP0199,Danube Properties Al Ghadeer Tower,DEV0008,Abu Dhabi,Abu Dhabi,Al Ghadeer,South UAE,Villa,Luxury,1BR,Ready,3693.9,23730138,6424.08,79,2020,False,True,DLD-NOC-680066,RERA-77638,"Parking,Gym",91.4,4.5,1.6,21.49
PROP0200,Emaar Properties Palm Jumeirah Views,DEV0001,Dubai,Dubai,Palm Jumeirah,South UAE,Villa,Premium,1BR,Off-Plan,4822.8,12946646,2684.46,55,2023,True,True,DLD-NOC-532599,RERA-53901,"Pool,Gym,Kids Play,Parking",65.8,0.3,3.6,15.06
PROP0201,Aldar Properties Al Majaz Residences,DEV0003,Sharjah,Sharjah,Al Majaz,Central UAE,Commercial,Premium,4BR,Off-Plan,1846.8,4690691,2539.94,117,2024,True,True,DLD-NOC-965940,RERA-43493,"Pool,Gym,Parking,Concierge,Spa",92.6,1.6,3.0,30.4
PROP0202,DAMAC Properties Emirates City Park,DEV0002,Ajman,Ajman,Emirates City,Central UAE,Apartment,Premium,Studio,Off-Plan,601.3,1480363,2461.98,77,2023,False,False,DLD-NOC-151747,RERA-61261,"Pool,Gym,Parking,Concierge,Spa",69.6,5.8,4.0,12.1
PROP0203,Danube Properties Al Yarmook Residences,DEV0008,Sharjah,Sharjah,Al Yarmook,Central UAE,Villa,Premium,3BR,Ready,3336.1,9149506,2742.56,16,2021,True,True,DLD-NOC-459242,RERA-69399,"Gym,Parking,BBQ Area",72.9,2.3,2.7,31.73
PROP0204,Aldar Properties Al Barsha Tower,DEV0003,Dubai,Dubai,Al Barsha,South UAE,Apartment,Premium,3BR,Ready,1621.3,3614226,2229.22,356,2025,True,True,DLD-NOC-599849,RERA-92893,"Pool,Gym,Parking,Concierge,Spa",87.3,5.0,4.1,18.26
PROP0205,DAMAC Properties Mina Al Arab Gardens,DEV0002,Ras Al Khaimah,Ras Al Khaimah,Mina Al Arab,North UAE,Studio,Luxury,1BR,Off-Plan,951.8,5100810,5359.08,47,2022,True,True,DLD-NOC-284121,RERA-39997,"Gym,Parking,BBQ Area",61.8,6.3,4.4,17.29
PROP0206,RAK Properties Al Ghadeer Tower,DEV0011,Abu Dhabi,Abu Dhabi,Al Ghadeer,South UAE,Plot,Affordable,Studio,Off-Plan,781.6,380871,487.27,280,2023,True,False,DLD-NOC-657531,RERA-20224,"Parking,Gym",94.1,0.4,1.6,24.86
PROP0207,Aldar Properties Yas Acres Gardens,DEV0003,Abu Dhabi,Abu Dhabi,Yas Acres,South UAE,Villa,Premium,2BR,Ready,874.6,1946141,2225.22,145,2021,True,False,DLD-NOC-856446,RERA-70406,"Parking,Gym",47.4,3.2,0.7,19.0
PROP0208,Object 1 Masdar City Residences,DEV0017,Abu Dhabi,Abu Dhabi,Masdar City,South UAE,Villa,Premium,1BR,Ready,3037.1,6789844,2235.66,126,2021,False,True,DLD-NOC-243003,RERA-17468,"Pool,Gym,Parking,Concierge,Spa",87.1,2.2,3.0,12.62
PROP0209,Danube Properties Masdar City Residences,DEV0008,Abu Dhabi,Abu Dhabi,Masdar City,South UAE,Studio,Mid-Market,2BR,Off-Plan,436.0,611333,1401.99,59,2022,True,False,DLD-NOC-510870,RERA-91189,"Pool,Gym,Parking",50.5,1.7,1.7,16.63
PROP0210,Binghatti Saadiyat Island Tower,DEV0009,Abu Dhabi,Abu Dhabi,Saadiyat Island,South UAE,Penthouse,Luxury,2BR,Off-Plan,1460.7,9869181,6756.29,28,2020,False,True,DLD-NOC-333463,RERA-23352,"Pool,Gym,Parking",48.0,0.6,2.5,23.61
PROP0211,Samana Developers Al Raha Beach Gardens,DEV0016,Abu Dhabi,Abu Dhabi,Al Raha Beach,South UAE,Apartment,Affordable,1BR,Off-Plan,1412.0,863591,611.6,291,2024,False,False,DLD-NOC-620984,RERA-13229,"Pool,Gym,Parking",71.0,6.8,1.6,22.17
PROP0212,Azizi Developments Meydan Park,DEV0007,Dubai,Dubai,Meydan,South UAE,Apartment,Mid-Market,2BR,Ready,1364.5,1287396,943.52,18,2024,True,False,DLD-NOC-952452,RERA-31192,"Parking,Gym",70.2,6.6,3.6,20.26
PROP0213,Majid Al Futtaim Al Furjan Heights,DEV0018,Dubai,Dubai,Al Furjan,South UAE,Townhouse,Premium,3BR,Off-Plan,3165.8,7066341,2232.06,61,2022,True,True,DLD-NOC-120250,RERA-72213,"Parking,Gym",55.3,3.9,0.6,14.23
PROP0214,Meraas Al Reem Island Gardens,DEV0005,Abu Dhabi,Abu Dhabi,Al Reem Island,South UAE,Apartment,Luxury,1BR,Off-Plan,1647.5,10336051,6273.7,4,2021,True,True,DLD-NOC-371141,RERA-15860,"Pool,Gym,Parking",70.9,4.1,3.0,13.83
PROP0215,Dubai Properties Al Khan Park,DEV0019,Sharjah,Sharjah,Al Khan,Central UAE,Commercial,Affordable,4BR,Off-Plan,1615.2,1088778,674.09,54,2020,False,False,DLD-NOC-106904,RERA-36992,"Pool,Gym,Parking",81.0,2.3,1.1,33.03
PROP0216,Dubai Properties Dubai Creek Harbour Heights,DEV0019,Dubai,Dubai,Dubai Creek Harbour,South UAE,Villa,Mid-Market,1BR,Off-Plan,4432.7,4278652,965.25,73,2020,True,True,DLD-NOC-342994,RERA-90130,"Gym,Parking,BBQ Area",82.5,6.9,0.5,26.21
PROP0217,Samana Developers Mina Al Arab Tower,DEV0016,Ras Al Khaimah,Ras Al Khaimah,Mina Al Arab,North UAE,Commercial,Premium,2BR,Ready,1570.9,2802093,1783.77,76,2019,True,True,DLD-NOC-705948,RERA-99888,"Pool,Gym,Kids Play,Parking",88.1,7.0,1.1,14.19
PROP0218,Danube Properties Yas Acres Heights,DEV0008,Abu Dhabi,Abu Dhabi,Yas Acres,South UAE,Villa,Affordable,1BR,Off-Plan,1713.4,969527,565.83,30,2021,True,False,DLD-NOC-238071,RERA-44003,"Parking,Gym",71.1,7.0,4.9,13.11
PROP0219,Samana Developers JBR Gardens,DEV0016,Dubai,Dubai,JBR,South UAE,Penthouse,Affordable,3BR,Off-Plan,1094.5,733213,669.92,20,2021,True,False,DLD-NOC-594051,RERA-58454,"Pool,Gym,Parking,Concierge,Spa",67.8,5.5,3.4,15.69
PROP0220,Select Group Al Qasimia Views,DEV0014,Sharjah,Sharjah,Al Qasimia,Central UAE,Villa,Luxury,2BR,Ready,2462.0,13854257,5627.15,13,2024,True,True,DLD-NOC-925853,RERA-27359,"Pool,Gym,Kids Play,Parking",67.2,7.1,4.2,29.86
PROP0221,Azizi Developments Dubai Hills Estate Residences,DEV0007,Dubai,Dubai,Dubai Hills Estate,South UAE,Apartment,Mid-Market,4BR,Off-Plan,1128.0,1559154,1382.2,37,2023,True,False,DLD-NOC-827355,RERA-54828,"Pool,Gym,Kids Play,Parking",43.9,5.3,2.2,27.47
PROP0222,Nakheel Emirates City Views,DEV0004,Ajman,Ajman,Emirates City,Central UAE,Villa,Mid-Market,5BR+,Off-Plan,3840.5,5274473,1373.38,45,2023,True,True,DLD-NOC-870068,RERA-30401,"Pool,Gym,Kids Play,Parking",48.1,0.2,0.8,22.1
PROP0223,Nakheel Downtown Dubai Park,DEV0004,Dubai,Dubai,Downtown Dubai,South UAE,Villa,Premium,1BR,Ready,1143.6,2368980,2071.46,46,2023,True,True,DLD-NOC-907420,RERA-74171,"Pool,Gym,Parking",66.2,2.2,0.5,31.04
PROP0224,Select Group Al Taawun Views,DEV0014,Sharjah,Sharjah,Al Taawun,Central UAE,Studio,Mid-Market,2BR,Off-Plan,505.3,463789,917.81,38,2025,True,False,DLD-NOC-163872,RERA-22251,"Pool,Gym,Kids Play,Parking",52.0,7.9,4.3,22.5
PROP0225,Tiger Properties Al Khan Tower,DEV0012,Sharjah,Sharjah,Al Khan,Central UAE,Apartment,Premium,2BR,Ready,1635.3,4099354,2506.72,102,2021,False,True,DLD-NOC-134305,RERA-47844,"Pool,Gym,Parking,Concierge,Spa",81.0,2.2,3.7,28.67
PROP0226,Select Group Masdar City Gardens,DEV0014,Abu Dhabi,Abu Dhabi,Masdar City,South UAE,Apartment,Mid-Market,1BR,Ready,1885.8,2782920,1475.72,11,2021,True,True,DLD-NOC-679815,RERA-83407,"Pool,Gym,Parking",54.4,5.2,5.0,25.65
PROP0227,Select Group Meydan Gardens,DEV0014,Dubai,Dubai,Meydan,South UAE,Villa,Affordable,2BR,Ready,1679.3,1221897,727.63,12,2024,True,False,DLD-NOC-579926,RERA-84727,"Parking,Gym",54.3,3.8,1.3,15.9
PROP0228,Reportage Properties Motor City Park,DEV0015,Dubai,Dubai,Motor City,South UAE,Townhouse,Premium,2BR,Ready,3312.3,9762595,2947.35,56,2025,True,True,DLD-NOC-731941,RERA-21335,"Pool,Gym,Parking,Concierge,Spa",61.1,0.8,3.6,32.46
PROP0229,DAMAC Properties Al Qasimia Park,DEV0002,Sharjah,Sharjah,Al Qasimia,Central UAE,Apartment,Premium,4BR,Off-Plan,1792.9,4362261,2433.02,144,2021,False,True,DLD-NOC-728097,RERA-31787,"Pool,Gym,Parking",82.0,0.9,4.2,18.94
PROP0230,Nakheel Yas Acres Gardens,DEV0004,Abu Dhabi,Abu Dhabi,Yas Acres,South UAE,Apartment,Affordable,3BR,Ready,1086.5,336872,310.05,140,2024,False,False,DLD-NOC-920982,RERA-73834,"Parking,Gym",94.9,4.0,3.1,22.85
PROP0231,DAMAC Properties Al Qasimia Tower,DEV0002,Sharjah,Sharjah,Al Qasimia,Central UAE,Apartment,Mid-Market,2BR,Off-Plan,939.3,802807,854.65,78,2023,False,False,DLD-NOC-154825,RERA-35771,"Gym,Parking,BBQ Area",70.4,1.6,1.4,26.69
PROP0232,Imtiaz Developments Meydan Views,DEV0013,Dubai,Dubai,Meydan,South UAE,Plot,Premium,1BR,Off-Plan,571.3,1691039,2959.89,13,2021,True,False,DLD-NOC-209240,RERA-78686,"Gym,Parking,BBQ Area",92.5,0.8,4.9,31.09
PROP0233,RAK Properties Al Nahda Views,DEV0011,Sharjah,Sharjah,Al Nahda,Central UAE,Villa,Luxury,4BR,Off-Plan,954.1,6522133,6835.74,11,2023,True,True,DLD-NOC-318187,RERA-60931,"Gym,Parking,BBQ Area",89.7,3.1,0.9,30.68
PROP0234,Nakheel Al Shamkha Residences,DEV0004,Abu Dhabi,Abu Dhabi,Al Shamkha,South UAE,Apartment,Affordable,2BR,Off-Plan,1672.2,774364,463.09,41,2024,False,False,DLD-NOC-360911,RERA-12578,"Pool,Gym,Parking",46.1,4.0,3.1,15.37
PROP0235,Danube Properties Al Raha Beach Views,DEV0008,Abu Dhabi,Abu Dhabi,Al Raha Beach,South UAE,Apartment,Affordable,Studio,Off-Plan,1605.6,578212,360.13,57,2020,False,False,DLD-NOC-897247,RERA-24537,"Pool,Gym,Kids Play,Parking",55.7,3.1,4.6,28.43
PROP0236,Azizi Developments Business Bay Views,DEV0007,Dubai,Dubai,Business Bay,South UAE,Apartment,Premium,2BR,Ready,1245.9,2232820,1792.15,62,2020,True,True,DLD-NOC-123436,RERA-93954,"Pool,Gym,Parking,Concierge,Spa",66.9,6.3,3.9,18.36
PROP0237,Azizi Developments Al Qasimia Heights,DEV0007,Sharjah,Sharjah,Al Qasimia,Central UAE,Townhouse,Mid-Market,2BR,Ready,3969.4,3720188,937.21,98,2023,True,True,DLD-NOC-242425,RERA-30517,"Pool,Gym,Kids Play,Parking",47.2,3.4,1.8,18.65
PROP0238,Majid Al Futtaim Yas Island Tower,DEV0018,Abu Dhabi,Abu Dhabi,Yas Island,South UAE,Apartment,Ultra-Luxury,3BR,Ready,550.7,5741896,10427.12,12,2022,False,True,DLD-NOC-999281,RERA-41933,"Gym,Parking,BBQ Area",92.7,0.2,2.5,15.82
PROP0239,Reportage Properties Business Bay Park,DEV0015,Dubai,Dubai,Business Bay,South UAE,Apartment,Premium,1BR,Ready,1921.4,3239525,1685.98,20,2020,True,True,DLD-NOC-597319,RERA-67348,"Pool,Gym,Parking",54.3,7.5,1.8,20.09
PROP0240,Meraas Al Majaz Residences,DEV0005,Sharjah,Sharjah,Al Majaz,Central UAE,Apartment,Luxury,2BR,Off-Plan,1587.5,8134649,5124.03,10,2024,False,True,DLD-NOC-662254,RERA-13990,"Pool,Gym,Kids Play,Parking",40.4,2.3,0.8,13.08
PROP0241,Select Group Mirbah Heights,DEV0014,Fujairah,Fujairah,Mirbah,North UAE,Apartment,Luxury,1BR,Ready,495.4,2981761,6019.32,149,2024,False,True,DLD-NOC-974231,RERA-53143,"Pool,Gym,Kids Play,Parking",80.6,4.5,0.7,26.2
PROP0242,Sobha Realty Al Furjan Residences,DEV0006,Dubai,Dubai,Al Furjan,South UAE,Studio,Mid-Market,5BR+,Off-Plan,885.8,1128527,1274.01,158,2019,True,False,DLD-NOC-622105,RERA-47743,"Pool,Gym,Parking",53.5,6.3,3.6,25.2
PROP0243,Binghatti Dubai Creek Harbour Gardens,DEV0009,Dubai,Dubai,Dubai Creek Harbour,South UAE,Apartment,Mid-Market,1BR,Off-Plan,614.0,623856,1016.02,5,2022,True,False,DLD-NOC-805920,RERA-64236,"Pool,Gym,Parking",67.7,0.3,2.6,15.5
PROP0244,Reportage Properties Meydan Tower,DEV0015,Dubai,Dubai,Meydan,South UAE,Apartment,Premium,4BR,Off-Plan,1625.5,2717180,1671.65,61,2019,True,True,DLD-NOC-247006,RERA-38992,"Pool,Gym,Kids Play,Parking",70.5,4.2,4.7,22.23
PROP0245,Danube Properties Mina Al Arab Tower,DEV0008,Ras Al Khaimah,Ras Al Khaimah,Mina Al Arab,North UAE,Apartment,Premium,5BR+,Ready,433.4,778169,1795.65,21,2022,True,False,DLD-NOC-903200,RERA-43832,"Parking,Gym",75.0,5.9,2.2,12.45
PROP0246,Aldar Properties Masdar City Park,DEV0003,Abu Dhabi,Abu Dhabi,Masdar City,South UAE,Apartment,Premium,2BR,Off-Plan,670.1,1717691,2563.47,49,2024,True,False,DLD-NOC-882897,RERA-10892,"Parking,Gym",50.1,6.6,5.0,32.13
PROP0247,Reportage Properties Motor City Residences,DEV0015,Dubai,Dubai,Motor City,South UAE,Apartment,Affordable,1BR,Off-Plan,1659.4,1231389,742.05,222,2019,True,False,DLD-NOC-110498,RERA-68495,"Pool,Gym,Kids Play,Parking",86.1,1.2,1.5,13.7
PROP0248,Majid Al Futtaim Yas Acres Gardens,DEV0018,Abu Dhabi,Abu Dhabi,Yas Acres,South UAE,Apartment,Premium,3BR,Off-Plan,917.7,1591099,1733.8,34,2025,False,False,DLD-NOC-453615,RERA-60796,"Pool,Gym,Parking,Concierge,Spa",76.4,4.0,3.0,30.88
PROP0249,Nakheel Al Shamkha Park,DEV0004,Abu Dhabi,Abu Dhabi,Al Shamkha,South UAE,Apartment,Affordable,2BR,Off-Plan,1146.0,775150,676.41,9,2025,True,False,DLD-NOC-866533,RERA-36173,"Pool,Gym,Parking",82.7,4.8,3.3,30.48
PROP0250,DAMAC Properties Al Jurf Heights,DEV0002,Ajman,Ajman,Al Jurf,Central UAE,Plot,Luxury,1BR,Ready,932.6,4200888,4504.44,33,2025,False,True,DLD-NOC-701685,RERA-69386,"Parking,Gym",59.9,6.5,4.6,29.39
PROP0251,Majid Al Futtaim Business Bay Tower,DEV0018,Dubai,Dubai,Business Bay,South UAE,Apartment,Premium,2BR,Ready,1132.9,2778815,2452.92,21,2023,True,True,DLD-NOC-927931,RERA-32297,"Pool,Gym,Parking",53.7,7.7,4.3,17.98
PROP0252,Emaar Properties Al Raha Beach Gardens,DEV0001,Abu Dhabi,Abu Dhabi,Al Raha Beach,South UAE,Studio,Mid-Market,1BR,Ready,1452.4,1804169,1242.18,292,2023,False,False,DLD-NOC-274570,RERA-49448,"Parking,Gym",55.7,5.5,2.7,30.03
PROP0253,Aldar Properties Hayat Island Gardens,DEV0003,Ras Al Khaimah,Ras Al Khaimah,Hayat Island,North UAE,Apartment,Mid-Market,2BR,Off-Plan,774.4,898802,1160.71,181,2019,True,False,DLD-NOC-459843,RERA-55872,"Pool,Gym,Parking",66.7,6.4,4.1,15.89
PROP0254,Danube Properties Mina Al Arab Heights,DEV0008,Ras Al Khaimah,Ras Al Khaimah,Mina Al Arab,North UAE,Penthouse,Mid-Market,3BR,Off-Plan,1078.9,1242302,1151.48,25,2022,True,False,DLD-NOC-444972,RERA-75361,"Parking,Gym",59.2,4.5,3.0,33.68
PROP0255,Sobha Realty Dubai Marina Gardens,DEV0006,Dubai,Dubai,Dubai Marina,South UAE,Studio,Mid-Market,2BR,Off-Plan,1303.9,1180099,905.05,128,2019,True,False,DLD-NOC-958964,RERA-24131,"Pool,Gym,Parking",53.8,7.3,1.2,31.06
PROP0256,Select Group Muwaileh Residences,DEV0014,Sharjah,Sharjah,Muwaileh,Central UAE,Apartment,Affordable,Studio,Off-Plan,1647.7,904429,548.91,35,2024,True,False,DLD-NOC-544615,RERA-26059,"Pool,Gym,Parking,Concierge,Spa",90.5,5.3,0.7,34.07
PROP0257,Samana Developers Hayat Island Gardens,DEV0016,Ras Al Khaimah,Ras Al Khaimah,Hayat Island,North UAE,Plot,Ultra-Luxury,1BR,Ready,1738.5,25536182,14688.36,46,2020,True,True,DLD-NOC-722698,RERA-82521,"Pool,Gym,Parking,Concierge,Spa",66.3,4.4,2.9,16.82
PROP0258,Samana Developers Yas Island Views,DEV0016,Abu Dhabi,Abu Dhabi,Yas Island,South UAE,Townhouse,Premium,Studio,Ready,4506.5,9536508,2116.14,71,2022,True,True,DLD-NOC-689041,RERA-99454,"Pool,Gym,Parking",75.3,0.3,3.6,22.17
PROP0259,Azizi Developments Al Yarmook Residences,DEV0007,Sharjah,Sharjah,Al Yarmook,Central UAE,Townhouse,Mid-Market,1BR,Off-Plan,4297.9,5890918,1370.65,183,2025,False,True,DLD-NOC-919670,RERA-39107,"Pool,Gym,Parking,Concierge,Spa",86.8,4.4,1.3,19.75
PROP0260,Imtiaz Developments Palm Jumeirah Heights,DEV0013,Dubai,Dubai,Palm Jumeirah,South UAE,Villa,Affordable,2BR,Ready,2338.0,1426950,610.33,5,2022,True,False,DLD-NOC-298483,RERA-67875,"Pool,Gym,Parking,Concierge,Spa",55.3,3.7,4.9,12.49
PROP0261,DAMAC Properties JVC Residences,DEV0002,Dubai,Dubai,JVC,South UAE,Plot,Luxury,2BR,Ready,1942.5,7738616,3983.86,66,2023,True,True,DLD-NOC-175539,RERA-82017,"Pool,Gym,Kids Play,Parking",43.7,4.2,3.6,15.33
PROP0262,Sobha Realty Al Majaz Tower,DEV0006,Sharjah,Sharjah,Al Majaz,Central UAE,Villa,Mid-Market,5BR+,Off-Plan,3937.1,5185639,1317.12,36,2020,True,True,DLD-NOC-103618,RERA-10976,"Pool,Gym,Kids Play,Parking",43.1,4.0,3.9,33.61
PROP0263,Imtiaz Developments Sports City Views,DEV0013,Dubai,Dubai,Sports City,South UAE,Commercial,Premium,5BR+,Off-Plan,990.2,1790850,1808.57,41,2025,True,False,DLD-NOC-306309,RERA-85885,"Gym,Parking,BBQ Area",41.3,5.1,1.4,21.9
PROP0264,Emaar Properties Dubai Hills Estate Heights,DEV0001,Dubai,Dubai,Dubai Hills Estate,South UAE,Apartment,Premium,2BR,Off-Plan,1583.1,3585038,2264.58,39,2019,True,True,DLD-NOC-936524,RERA-28740,"Gym,Parking,BBQ Area",62.1,2.7,4.1,13.15
PROP0265,Imtiaz Developments DAMAC Hills Views,DEV0013,Dubai,Dubai,DAMAC Hills,South UAE,Townhouse,Premium,3BR,Off-Plan,2798.4,4533894,1620.15,26,2024,True,True,DLD-NOC-495854,RERA-18608,"Pool,Gym,Parking,Concierge,Spa",61.6,2.5,0.5,14.08
PROP0266,Binghatti Al Reem Island Residences,DEV0009,Abu Dhabi,Abu Dhabi,Al Reem Island,South UAE,Apartment,Mid-Market,1BR,Ready,1969.5,2365066,1200.84,37,2020,True,True,DLD-NOC-679384,RERA-35472,"Pool,Gym,Kids Play,Parking",68.4,3.4,1.8,30.25
PROP0267,Reportage Properties Dubai Hills Estate Park,DEV0015,Dubai,Dubai,Dubai Hills Estate,South UAE,Commercial,Mid-Market,3BR,Ready,1643.9,2428506,1477.28,19,2024,True,True,DLD-NOC-190714,RERA-47853,"Gym,Parking,BBQ Area",68.6,6.2,1.9,13.73
PROP0268,Ellington Properties Al Reef Gardens,DEV0010,Abu Dhabi,Abu Dhabi,Al Reef,South UAE,Apartment,Mid-Market,2BR,Ready,1252.4,1393573,1112.73,189,2024,True,False,DLD-NOC-298724,RERA-11974,"Pool,Gym,Parking",62.9,1.4,2.6,33.54
PROP0269,Select Group DAMAC Hills Tower,DEV0014,Dubai,Dubai,DAMAC Hills,South UAE,Townhouse,Premium,3BR,Ready,3491.2,5250338,1503.88,35,2024,True,True,DLD-NOC-992054,RERA-52810,"Pool,Gym,Parking,Concierge,Spa",47.3,4.9,1.7,18.2
PROP0270,Majid Al Futtaim Muwaileh Heights,DEV0018,Sharjah,Sharjah,Muwaileh,Central UAE,Villa,Premium,1BR,Ready,1280.1,3351804,2618.33,7,2019,False,True,DLD-NOC-405798,RERA-52548,"Pool,Gym,Parking,Concierge,Spa",81.0,4.0,3.7,23.31
PROP0271,Samana Developers Discovery Gardens Park,DEV0016,Dubai,Dubai,Discovery Gardens,South UAE,Apartment,Mid-Market,2BR,Ready,1735.2,2416872,1392.82,37,2021,True,True,DLD-NOC-179690,RERA-26786,"Pool,Gym,Parking,Concierge,Spa",71.8,5.0,0.5,34.67
PROP0272,Meraas Muwaileh Gardens,DEV0005,Sharjah,Sharjah,Muwaileh,Central UAE,Villa,Affordable,2BR,Ready,2065.4,1506677,729.48,7,2021,False,False,DLD-NOC-943755,RERA-39074,"Pool,Gym,Kids Play,Parking",79.5,4.4,1.7,27.53
PROP0273,Azizi Developments Yas Island Residences,DEV0007,Abu Dhabi,Abu Dhabi,Yas Island,South UAE,Apartment,Affordable,2BR,Ready,1882.4,1348883,716.59,94,2025,False,False,DLD-NOC-304424,RERA-41653,"Parking,Gym",93.0,1.9,0.7,31.78
PROP0274,Ellington Properties Khalifa City Residences,DEV0010,Abu Dhabi,Abu Dhabi,Khalifa City,South UAE,Plot,Mid-Market,3BR,Ready,918.0,1041099,1134.12,15,2020,True,False,DLD-NOC-472671,RERA-53421,"Gym,Parking,BBQ Area",74.3,6.6,2.7,31.69
PROP0275,Azizi Developments JVC Heights,DEV0007,Dubai,Dubai,JVC,South UAE,Plot,Luxury,3BR,Off-Plan,1071.2,7229613,6748.88,62,2020,True,True,DLD-NOC-933507,RERA-22019,"Pool,Gym,Parking",61.5,4.4,4.3,22.44
PROP0276,DAMAC Properties Corniche Gardens,DEV0002,Abu Dhabi,Abu Dhabi,Corniche,South UAE,Villa,Premium,1BR,Ready,3679.3,9258136,2516.28,53,2025,False,True,DLD-NOC-131473,RERA-70118,"Pool,Gym,Parking",60.1,4.1,3.8,14.23
PROP0277,Dubai Properties Al Khan Residences,DEV0019,Sharjah,Sharjah,Al Khan,Central UAE,Villa,Mid-Market,1BR,Ready,4773.2,6995337,1465.56,53,2023,True,True,DLD-NOC-380837,RERA-83054,"Gym,Parking,BBQ Area",54.1,1.9,3.6,29.61
PROP0278,Majid Al Futtaim Downtown Dubai Residences,DEV0018,Dubai,Dubai,Downtown Dubai,South UAE,Studio,Mid-Market,1BR,Ready,1662.9,1974758,1187.55,57,2025,True,False,DLD-NOC-231724,RERA-89624,"Pool,Gym,Kids Play,Parking",62.7,1.5,4.2,29.42
PROP0279,DAMAC Properties Al Reem Island Views,DEV0002,Abu Dhabi,Abu Dhabi,Al Reem Island,South UAE,Apartment,Mid-Market,2BR,Ready,1772.3,1705577,962.34,351,2024,False,False,DLD-NOC-579476,RERA-16883,"Pool,Gym,Parking,Concierge,Spa",50.1,2.9,4.2,31.46
PROP0280,RAK Properties Business Bay Residences,DEV0011,Dubai,Dubai,Business Bay,South UAE,Apartment,Mid-Market,3BR,Ready,743.7,1094024,1471.11,192,2019,True,False,DLD-NOC-463002,RERA-29854,"Pool,Gym,Parking",67.3,4.0,2.0,29.37
PROP0281,DAMAC Properties Downtown Dubai Park,DEV0002,Dubai,Dubai,Downtown Dubai,South UAE,Apartment,Affordable,Studio,Ready,1487.5,1047589,704.25,88,2023,True,False,DLD-NOC-299828,RERA-10775,"Parking,Gym",70.3,3.2,2.0,23.05
PROP0282,DAMAC Properties DAMAC Hills Park,DEV0002,Dubai,Dubai,DAMAC Hills,South UAE,Villa,Affordable,3BR,Off-Plan,668.8,543735,813.05,57,2022,True,False,DLD-NOC-568790,RERA-17638,"Gym,Parking,BBQ Area",92.3,7.7,1.1,20.89
PROP0283,Dubai Properties JVC Residences,DEV0019,Dubai,Dubai,JVC,South UAE,Apartment,Mid-Market,1BR,Off-Plan,1653.1,1654729,1001.0,78,2022,True,False,DLD-NOC-453419,RERA-49737,"Pool,Gym,Kids Play,Parking",43.0,4.4,4.3,15.71
PROP0284,Samana Developers Business Bay Views,DEV0016,Dubai,Dubai,Business Bay,South UAE,Apartment,Affordable,2BR,Ready,1591.3,892628,560.94,134,2025,True,False,DLD-NOC-449479,RERA-21466,"Pool,Gym,Parking,Concierge,Spa",58.2,5.7,4.3,23.0
PROP0285,Object 1 Al Raha Beach Residences,DEV0017,Abu Dhabi,Abu Dhabi,Al Raha Beach,South UAE,Apartment,Mid-Market,1BR,Off-Plan,1496.8,1903838,1271.97,31,2025,True,False,DLD-NOC-701749,RERA-71472,"Parking,Gym",58.3,1.9,1.1,19.13
PROP0286,Object 1 Al Raha Beach Views,DEV0017,Abu Dhabi,Abu Dhabi,Al Raha Beach,South UAE,Villa,Mid-Market,1BR,Ready,3030.6,3986389,1315.4,103,2022,True,True,DLD-NOC-930498,RERA-14579,"Pool,Gym,Kids Play,Parking",46.2,7.3,2.2,31.11
PROP0287,Sobha Realty Al Reef Tower,DEV0006,Abu Dhabi,Abu Dhabi,Al Reef,South UAE,Townhouse,Premium,1BR,Ready,1828.7,3482150,1904.13,13,2020,False,True,DLD-NOC-318012,RERA-63262,"Pool,Gym,Kids Play,Parking",46.9,5.2,4.4,18.69
PROP0288,DAMAC Properties Arabian Ranches Heights,DEV0002,Dubai,Dubai,Arabian Ranches,South UAE,Townhouse,Mid-Market,1BR,Ready,660.6,727250,1100.91,17,2023,True,False,DLD-NOC-472406,RERA-91765,"Pool,Gym,Parking,Concierge,Spa",80.1,7.2,0.6,21.8
PROP0289,Object 1 Discovery Gardens Views,DEV0017,Dubai,Dubai,Discovery Gardens,South UAE,Townhouse,Mid-Market,5BR+,Off-Plan,2380.7,2589134,1087.57,17,2023,True,True,DLD-NOC-554941,RERA-96443,"Pool,Gym,Parking",78.7,5.6,4.3,13.79
PROP0290,Aldar Properties Dubai Creek Harbour Park,DEV0003,Dubai,Dubai,Dubai Creek Harbour,South UAE,Villa,Ultra-Luxury,2BR,Off-Plan,755.5,6366883,8427.16,78,2024,True,True,DLD-NOC-925439,RERA-35088,"Pool,Gym,Parking",94.1,6.8,2.7,27.02
PROP0291,Sobha Realty JVC Views,DEV0006,Dubai,Dubai,JVC,South UAE,Penthouse,Premium,1BR,Off-Plan,1048.6,1594818,1520.92,97,2020,True,False,DLD-NOC-846002,RERA-69774,"Pool,Gym,Parking",71.1,0.9,2.8,19.63
