project_id,project_name,project_type,authority,emirate,budget_aed_million,start_year,expected_completion_year,status,latitude,longitude,impact_on_real_estate,estimated_jobs_created
INFRA-0201,Road Widening - Zone 6,Road Widening,ADNOC,Abu Dhabi,3158,2021,2024,Completed,25.082,55.2076,Low,3239
INFRA-0202,Port Development - Zone 14,Port Development,DMRC,Dubai,4645,2021,2026,Planned,25.3957,55.5767,Low,5983
INFRA-0203,Road Widening - Zone 19,Road Widening,Dubai Municipality,Dubai,2069,2022,2024,Planned,25.2344,55.0804,Low,2028
INFRA-0204,Free Zone - Zone 18,Free Zone,DMRC,Dubai,3432,2018,2019,In Progress,24.9802,55.4627,Medium,9094
INFRA-0205,Airport Expansion - Zone 18,Airport Expansion,Dubai South,Dubai,123,2022,2025,In Progress,25.0814,55.6779,High,8099
INFRA-0206,Bridge/Overpass - Zone 12,Bridge/Overpass,Dubai South,Dubai,1649,2018,2023,Completed,25.0545,54.9936,High,1913
INFRA-0207,Road Widening - Zone 17,Road Widening,Expo Authority,Dubai,4227,2019,2023,Planned,25.0649,55.5291,Medium,9925
INFRA-0208,Bridge/Overpass - Zone 8,Bridge/Overpass,Expo Authority,Abu Dhabi,1313,2022,2027,In Progress,25.2501,55.5315,Low,9688
INFRA-0209,Water Infrastructure - Zone 4,Water Infrastructure,ADJP,Dubai,3935,2022,2024,Completed,25.3454,54.9955,Medium,4697
INFRA-0210,Free Zone - Zone 19,Free Zone,Smart Dubai,Abu Dhabi,1953,2019,2023,In Progress,25.0313,55.4086,High,8294
INFRA-0211,Smart Road - Zone 11,Smart Road,ADJP,Dubai,564,2022,2023,Completed,24.8299,54.9958,High,5548
INFRA-0212,Smart City - Zone 13,Smart City,ADJP,Dubai,2668,2018,2020,In Progress,25.252,55.6267,High,6448
INFRA-0213,Smart City - Zone 11,Smart City,ADNOC,Dubai,3520,2021,2026,In Progress,25.2206,55.6566,Low,6798
INFRA-0214,Port Development - Zone 3,Port Development,RTA,Abu Dhabi,2167,2019,2022,Completed,24.9281,55.3004,Medium,2747
INFRA-0215,Metro Expansion - Zone 11,Metro Expansion,DEWA,Dubai,4484,2019,2024,Completed,25.2354,55.3617,Low,3969
INFRA-0216,Water Infrastructure - Zone 20,Water Infrastructure,DMRC,Abu Dhabi,1390,2020,2022,Completed,25.0755,55.5179,Medium,9560
INFRA-0217,Port Development - Zone 6,Port Development,ADNOC,Abu Dhabi,2167,2022,2026,Planned,25.268,55.2725,Low,610
INFRA-0218,Cycling Track - Zone 13,Cycling Track,Expo Authority,Abu Dhabi,998,2024,2029,Completed,25.2363,55.2167,High,5897
INFRA-0219,Metro Expansion - Zone 10,Metro Expansion,Dubai South,Dubai,3026,2024,2026,In Progress,25.2384,55.1633,High,2535
INFRA-0220,Smart Road - Zone 8,Smart Road,Smart Dubai,Abu Dhabi,3948,2020,2021,Completed,24.8598,55.2904,Low,9433
INFRA-0221,Port Development - Zone 19,Port Development,Dubai South,Abu Dhabi,405,2020,2023,Tendered,24.9785,54.9133,Medium,3390
INFRA-0222,Airport Expansion - Zone 18,Airport Expansion,DEWA,Other,4285,2021,2024,Planned,25.3827,55.6643,High,199
INFRA-0223,Smart City - Zone 13,Smart City,DEWA,Abu Dhabi,2976,2024,2025,In Progress,24.9856,55.5959,Low,8209
INFRA-0224,Smart City - Zone 7,Smart City,RTA,Abu Dhabi,1892,2023,2026,In Progress,25.0806,55.5702,Low,5052
INFRA-0225,District Cooling - Zone 1,District Cooling,DMRC,Abu Dhabi,412,2018,2021,In Progress,24.9786,55.2254,Low,6655
INFRA-0226,Road Widening - Zone 5,Road Widening,DMRC,Abu Dhabi,4554,2022,2023,Completed,25.3598,55.2905,High,5791
INFRA-0227,Free Zone - Zone 7,Free Zone,Smart Dubai,Dubai,996,2021,2025,Tendered,25.0003,55.3897,Medium,512
INFRA-0228,Cycling Track - Zone 20,Cycling Track,ADJP,Dubai,956,2024,2025,In Progress,24.9741,55.397,Medium,2691
INFRA-0229,Smart Road - Zone 18,Smart Road,Dubai Municipality,Dubai,3557,2019,2022,Completed,24.9723,55.2863,Medium,7154
INFRA-0230,Water Infrastructure - Zone 6,Water Infrastructure,RTA,Abu Dhabi,390,2023,2026,Completed,25.2854,55.5573,Low,722
INFRA-0231,Smart Road - Zone 14,Smart Road,DMRC,Sharjah,4902,2023,2028,Completed,25.1834,55.0031,Medium,6688
INFRA-0232,Cycling Track - Zone 9,Cycling Track,DMRC,Dubai,943,2021,2026,Completed,25.2817,55.4781,High,9501
INFRA-0233,Free Zone - Zone 13,Free Zone,ADJP,Sharjah,1046,2019,2020,Tendered,25.3267,54.9627,Low,3387
INFRA-0234,Metro Expansion - Zone 13,Metro Expansion,ADJP,Abu Dhabi,3845,2022,2026,Tendered,24.9985,55.4995,Medium,3718
INFRA-0235,Port Development - Zone 7,Port Development,ADJP,Sharjah,4183,2023,2028,In Progress,25.2003,55.6477,Low,1326
INFRA-0236,Mixed Use Development Zone - Zone 4,Mixed Use Development Zone,DEWA,Abu Dhabi,4378,2022,2026,Completed,25.3689,55.0841,Medium,575
INFRA-0237,Airport Expansion - Zone 1,Airport Expansion,ADNOC,Sharjah,3192,2018,2020,Completed,25.1697,55.1879,Low,5401
INFRA-0238,Smart Road - Zone 20,Smart Road,Dubai Municipality,Dubai,1924,2022,2027,Completed,24.8321,55.3069,High,7132
INFRA-0239,Road Widening - Zone 1,Road Widening,ADJP,Dubai,449,2024,2027,In Progress,25.0076,55.1736,High,8235
INFRA-0240,Cycling Track - Zone 11,Cycling Track,ADJP,Other,3741,2022,2024,In Progress,25.3922,55.1861,Low,5082
INFRA-0241,Smart City - Zone 10,Smart City,Dubai Municipality,Abu Dhabi,4995,2022,2023,Planned,25.3542,55.4381,Medium,8761
INFRA-0242,Cycling Track - Zone 4,Cycling Track,DEWA,Dubai,4136,2018,2023,In Progress,24.8144,55.5718,High,2300
INFRA-0243,Airport Expansion - Zone 1,Airport Expansion,DEWA,Dubai,1261,2019,2024,Completed,25.3386,55.3069,Medium,3243
INFRA-0244,Water Infrastructure - Zone 16,Water Infrastructure,ADNOC,Dubai,4497,2021,2026,In Progress,25.3101,55.5027,High,2722
INFRA-0245,Mixed Use Development Zone - Zone 15,Mixed Use Development Zone,ADJP,Other,1753,2021,2023,In Progress,25.2533,55.3337,Medium,7723
INFRA-0246,Mixed Use Development Zone - Zone 5,Mixed Use Development Zone,RTA,Abu Dhabi,1737,2020,2023,Completed,24.8804,55.1689,Medium,9319
INFRA-0247,Road Widening - Zone 16,Road Widening,Dubai South,Dubai,1077,2022,2024,Planned,25.2215,55.24,Medium,6795
INFRA-0248,Bridge/Overpass - Zone 16,Bridge/Overpass,DMRC,Sharjah,4832,2019,2020,Completed,25.0822,55.6343,Low,8072
INFRA-0249,Mixed Use Development Zone - Zone 11,Mixed Use Development Zone,RTA,Dubai,3380,2020,2021,In Progress,25.1573,54.9721,Low,9111
INFRA-0250,Smart City - Zone 10,Smart City,ADNOC,Abu Dhabi,2524,2018,2020,Completed,24.8476,55.1599,Low,6472
INFRA-0251,Cycling Track - Zone 2,Cycling Track,RTA,Dubai,2228,2019,2020,Planned,25.1524,55.607,High,4763
INFRA-0252,Free Zone - Zone 15,Free Zone,DMRC,Dubai,953,2019,2023,In Progress,24.834,55.2415,Low,7730
INFRA-0253,Water Infrastructure - Zone 11,Water Infrastructure,RTA,Abu Dhabi,4302,2024,2029,Tendered,24.9025,54.9434,High,4125
INFRA-0254,Road Widening - Zone 19,Road Widening,ADNOC,Dubai,138,2023,2027,In Progress,25.1825,55.5693,Low,5660
INFRA-0255,Bridge/Overpass - Zone 5,Bridge/Overpass,DEWA,Dubai,831,2021,2025,Completed,24.8993,55.0062,High,9706
INFRA-0256,Free Zone - Zone 1,Free Zone,ADNOC,Dubai,4021,2022,2026,Completed,25.2333,55.626,Medium,8933
INFRA-0257,Airport Expansion - Zone 7,Airport Expansion,Expo Authority,Other,1701,2018,2020,Completed,25.2981,54.9416,Low,4385
INFRA-0258,Metro Expansion - Zone 10,Metro Expansion,DMRC,Abu Dhabi,1022,2021,2025,Planned,24.8677,55.2826,Medium,5138
INFRA-0259,Smart City - Zone 4,Smart City,RTA,Dubai,4107,2024,2028,Planned,25.1504,54.9532,High,4948
INFRA-0260,Free Zone - Zone 15,Free Zone,Smart Dubai,Dubai,3815,2020,2022,In Progress,25.3272,55.3844,Low,8405
INFRA-0261,Cycling Track - Zone 2,Cycling Track,Expo Authority,Dubai,1345,2019,2020,Completed,24.9471,55.166,High,3645
INFRA-0262,Cycling Track - Zone 11,Cycling Track,RTA,Abu Dhabi,2008,2021,2022,Completed,24.874,55.4586,Low,3694
INFRA-0263,Mixed Use Development Zone - Zone 7,Mixed Use Development Zone,Dubai Municipality,Abu Dhabi,3878,2020,2024,Planned,25.0882,55.332,High,7249
INFRA-0264,District Cooling - Zone 10,District Cooling,DEWA,Abu Dhabi,3442,2022,2024,Tendered,24.9574,55.0298,High,7457
INFRA-0265,Cycling Track - Zone 20,Cycling Track,Dubai Municipality,Other,3410,2022,2024,Completed,25.3429,55.4052,Medium,7562
INFRA-0266,Bridge/Overpass - Zone 3,Bridge/Overpass,RTA,Other,4243,2023,2024,Completed,25.3567,55.6446,Medium,3204
INFRA-0267,District Cooling - Zone 6,District Cooling,DMRC,Dubai,707,2018,2023,Planned,24.9086,55.677,Medium,4316
INFRA-0268,Mixed Use Development Zone - Zone 17,Mixed Use Development Zone,Smart Dubai,Dubai,1671,2024,2026,Completed,25.1842,54.9961,Low,5369
INFRA-0269,Mixed Use Development Zone - Zone 12,Mixed Use Development Zone,ADNOC,Dubai,2563,2023,2027,Completed,25.1556,55.1372,High,1211
INFRA-0270,Mixed Use Development Zone - Zone 2,Mixed Use Development Zone,ADJP,Sharjah,2760,2024,2028,Completed,25.3462,55.343,Medium,6160
INFRA-0271,Road Widening - Zone 18,Road Widening,DEWA,Sharjah,4567,2019,2023,In Progress,24.8472,55.5165,High,6555
INFRA-0272,Free Zone - Zone 15,Free Zone,Dubai Municipality,Sharjah,2586,2024,2029,Planned,25.3252,55.6184,High,9349
INFRA-0273,Port Development - Zone 5,Port Development,Dubai South,Dubai,2737,2020,2022,Planned,24.8496,55.3872,Medium,4381
INFRA-0274,Free Zone - Zone 1,Free Zone,Smart Dubai,Dubai,3946,2020,2024,In Progress,25.0296,55.4229,Medium,6627
INFRA-0275,Airport Expansion - Zone 13,Airport Expansion,Smart Dubai,Dubai,4433,2022,2023,Completed,25.0743,55.4189,Low,3972
INFRA-0276,Water Infrastructure - Zone 13,Water Infrastructure,ADJP,Abu Dhabi,4956,2021,2026,Completed,24.9656,55.6542,Medium,3886
INFRA-0277,Metro Expansion - Zone 14,Metro Expansion,Smart Dubai,Dubai,262,2023,2024,Completed,24.8481,55.5953,Medium,1273
INFRA-0278,Airport Expansion - Zone 9,Airport Expansion,Expo Authority,Abu Dhabi,3872,2020,2023,Planned,25.3376,55.1845,Low,8160
INFRA-0279,Smart Road - Zone 7,Smart Road,Dubai South,Dubai,4032,2019,2020,Tendered,24.9333,55.5438,High,8425
INFRA-0280,Airport Expansion - Zone 5,Airport Expansion,ADJP,Dubai,3779,2020,2021,In Progress,25.2165,55.5964,Medium,3178
INFRA-0281,Smart Road - Zone 1,Smart Road,Dubai South,Dubai,4652,2020,2022,In Progress,25.0247,55.4801,High,8676
INFRA-0282,Free Zone - Zone 15,Free Zone,DEWA,Abu Dhabi,4385,2022,2026,In Progress,24.9614,55.3093,High,8987
INFRA-0283,Metro Expansion - Zone 6,Metro Expansion,Dubai Municipality,Dubai,1043,2023,2025,Tendered,24.975,55.6891,Medium,8131
INFRA-0284,Free Zone - Zone 5,Free Zone,ADJP,Abu Dhabi,4153,2018,2019,In Progress,24.8591,55.6006,Medium,8679
INFRA-0285,Water Infrastructure - Zone 7,Water Infrastructure,DEWA,Dubai,2843,2023,2025,Planned,25.3928,54.9334,High,5242
INFRA-0286,Smart Road - Zone 10,Smart Road,ADJP,Sharjah,3507,2021,2024,Tendered,25.297,55.1713,High,2635
INFRA-0287,Bridge/Overpass - Zone 19,Bridge/Overpass,DEWA,Dubai,4173,2018,2023,In Progress,25.2272,55.0793,Medium,391
INFRA-0288,Smart Road - Zone 5,Smart Road,RTA,Dubai,183,2024,2026,Tendered,24.812,55.2215,Low,4337
INFRA-0289,Free Zone - Zone 2,Free Zone,Dubai South,Abu Dhabi,3043,2024,2027,In Progress,24.8229,55.2082,Low,1873
INFRA-0290,Bridge/Overpass - Zone 17,Bridge/Overpass,DEWA,Dubai,2710,2021,2026,Completed,25.2324,54.9301,Medium,566
INFRA-0291,Water Infrastructure - Zone 12,Water Infrastructure,DEWA,Dubai,4281,2021,2023,In Progress,25.199,55.0437,High,3283
INFRA-0292,Cycling Track - Zone 14,Cycling Track,Expo Authority,Dubai,2320,2019,2024,Completed,24.9234,55.1351,Medium,5756
INFRA-0293,Smart City - Zone 14,Smart City,Dubai South,Dubai,4975,2022,2023,Planned,25.1131,55.4468,Medium,5721
INFRA-0294,Mixed Use Development Zone - Zone 7,Mixed Use Development Zone,DEWA,Dubai,455,2024,2025,Completed,24.9092,54.953,Medium,9707
INFRA-0295,Smart City - Zone 8,Smart City,RTA,Dubai,922,2019,2021,In Progress,24.8043,55.6937,Medium,1068
INFRA-0296,Mixed Use Development Zone - Zone 18,Mixed Use Development Zone,Dubai South,Dubai,4017,2022,2025,In Progress,25.2244,55.4861,High,3557
INFRA-0297,District Cooling - Zone 5,District Cooling,ADNOC,Sharjah,3503,2024,2025,In Progress,24.975,55.314,High,3461
INFRA-0298,Bridge/Overpass - Zone 17,Bridge/Overpass,Dubai South,Abu Dhabi,1525,2023,2027,In Progress,24.9534,55.5604,High,4862
INFRA-0299,Airport Expansion - Zone 2,Airport Expansion,Expo Authority,Abu Dhabi,4966,2018,2023,Completed,25.3198,55.0511,Medium,8526
INFRA-0300,Airport Expansion - Zone 20,Airport Expansion,Dubai South,Abu Dhabi,2367,2020,2025,In Progress,25.1339,55.1485,Low,3621
INFRA-0301,District Cooling - Zone 10,District Cooling,Dubai South,Dubai,3734,2024,2027,In Progress,25.2143,55.033,High,8421
INFRA-0302,Water Infrastructure - Zone 9,Water Infrastructure,Smart Dubai,Dubai,3315,2021,2023,In Progress,24.854,55.3793,Medium,4580
INFRA-0303,District Cooling - Zone 6,District Cooling,Dubai South,Dubai,2113,2019,2023,Tendered,25.2793,54.9858,Medium,9274
INFRA-0304,Mixed Use Development Zone - Zone 5,Mixed Use Development Zone,RTA,Abu Dhabi,1217,2020,2024,In Progress,25.3754,55.2015,High,8740
INFRA-0305,Bridge/Overpass - Zone 8,Bridge/Overpass,RTA,Dubai,4773,2023,2024,Completed,25.2984,55.0937,High,9616
INFRA-0306,Metro Expansion - Zone 19,Metro Expansion,DEWA,Sharjah,1123,2022,2023,Completed,25.0332,55.411,High,2241
INFRA-0307,Port Development - Zone 4,Port Development,Expo Authority,Dubai,1229,2024,2029,In Progress,25.3789,55.0243,Low,954
INFRA-0308,Mixed Use Development Zone - Zone 7,Mixed Use Development Zone,DMRC,Dubai,2880,2019,2023,In Progress,24.8261,55.4619,Low,1777
INFRA-0309,Airport Expansion - Zone 16,Airport Expansion,Dubai Municipality,Dubai,2380,2024,2028,Planned,25.0163,54.9831,High,172
INFRA-0310,Mixed Use Development Zone - Zone 11,Mixed Use Development Zone,ADNOC,Sharjah,500,2018,2020,Completed,25.0578,55.2975,Medium,4653
INFRA-0311,Mixed Use Development Zone - Zone 18,Mixed Use Development Zone,DMRC,Abu Dhabi,3089,2022,2027,In Progress,25.3446,55.4578,High,9415
INFRA-0312,Water Infrastructure - Zone 3,Water Infrastructure,ADJP,Abu Dhabi,3575,2024,2029,In Progress,24.8748,55.3819,High,3582
INFRA-0313,Smart City - Zone 14,Smart City,Dubai Municipality,Dubai,4643,2022,2026,Completed,25.2955,55.618,High,3822
INFRA-0314,Port Development - Zone 11,Port Development,Dubai Municipality,Dubai,1180,2021,2024,Completed,25.0592,55.4183,Medium,5372
INFRA-0315,Water Infrastructure - Zone 1,Water Infrastructure,RTA,Sharjah,610,2018,2020,Completed,24.8362,55.6336,Low,9382
INFRA-0316,Road Widening - Zone 4,Road Widening,Dubai Municipality,Dubai,2266,2020,2025,In Progress,25.2002,55.2329,High,9748
INFRA-0317,Airport Expansion - Zone 9,Airport Expansion,Dubai Municipality,Dubai,2736,2023,2028,Completed,25.3514,55.1939,Low,1953
INFRA-0318,Water Infrastructure - Zone 15,Water Infrastructure,Smart Dubai,Dubai,2897,2019,2021,Completed,25.0238,55.0374,Medium,7773
INFRA-0319,District Cooling - Zone 14,District Cooling,Dubai Municipality,Dubai,4329,2018,2019,Planned,25.2639,54.9691,High,5454
INFRA-0320,Airport Expansion - Zone 4,Airport Expansion,Dubai South,Dubai,3483,2024,2026,Planned,25.2743,54.9453,High,412
INFRA-0321,District Cooling - Zone 16,District Cooling,ADNOC,Sharjah,144,2022,2027,Planned,25.0589,54.9519,Medium,3213
INFRA-0322,Cycling Track - Zone 9,Cycling Track,Smart Dubai,Abu Dhabi,1211,2019,2024,In Progress,25.1217,55.3697,Medium,7152
INFRA-0323,Metro Expansion - Zone 6,Metro Expansion,RTA,Abu Dhabi,4425,2020,2025,Tendered,25.0795,55.3218,Medium,3858
INFRA-0324,Free Zone - Zone 2,Free Zone,Expo Authority,Dubai,2914,2018,2023,Completed,24.9309,54.9471,Medium,7953
INFRA-0325,Bridge/Overpass - Zone 14,Bridge/Overpass,DEWA,Other,4590,2022,2024,Tendered,25.286,55.3124,Medium,6609
INFRA-0326,Cycling Track - Zone 4,Cycling Track,Expo Authority,Dubai,3550,2021,2023,Completed,24.9013,55.212,Low,3834
INFRA-0327,Water Infrastructure - Zone 4,Water Infrastructure,Smart Dubai,Sharjah,3830,2024,2029,Planned,25.2033,55.2254,Low,248
INFRA-0328,Port Development - Zone 16,Port Development,ADJP,Dubai,4239,2022,2026,In Progress,25.0708,55.155,Low,4888
INFRA-0329,Port Development - Zone 15,Port Development,ADNOC,Dubai,429,2018,2023,Completed,25.3388,55.3601,Low,399
INFRA-0330,District Cooling - Zone 18,District Cooling,Expo Authority,Dubai,4608,2018,2020,Completed,25.1294,55.6466,High,5511
INFRA-0331,Smart City - Zone 1,Smart City,Expo Authority,Dubai,3585,2023,2024,Completed,25.0342,55.1463,Low,2736
INFRA-0332,Smart City - Zone 7,Smart City,Dubai South,Abu Dhabi,1259,2021,2024,In Progress,25.1586,55.6736,Medium,9653
INFRA-0333,Port Development - Zone 11,Port Development,Expo Authority,Abu Dhabi,1550,2024,2028,Completed,25.0136,55.0325,High,2803
INFRA-0334,Mixed Use Development Zone - Zone 9,Mixed Use Development Zone,Smart Dubai,Dubai,1100,2020,2024,In Progress,24.9304,55.1053,Medium,2999
INFRA-0335,Smart City - Zone 16,Smart City,RTA,Abu Dhabi,1850,2018,2020,Completed,25.2977,55.293,Medium,461
INFRA-0336,Mixed Use Development Zone - Zone 7,Mixed Use Development Zone,Expo Authority,Dubai,159,2022,2027,Completed,24.9099,55.3792,Medium,5317
INFRA-0337,Bridge/Overpass - Zone 11,Bridge/Overpass,RTA,Dubai,4654,2020,2022,Completed,25.1678,55.4884,High,6447
INFRA-0338,Road Widening - Zone 3,Road Widening,Dubai Municipality,Abu Dhabi,2127,2022,2027,Completed,25.2546,55.4933,Medium,1141
INFRA-0339,Smart Road - Zone 11,Smart Road,Dubai Municipality,Dubai,1751,2018,2021,Tendered,25.2476,55.2163,Medium,2798
INFRA-0340,Smart City - Zone 19,Smart City,Smart Dubai,Abu Dhabi,4764,2023,2027,Completed,24.9264,55.0659,Medium,6298
INFRA-0341,Port Development - Zone 20,Port Development,ADNOC,Sharjah,3681,2020,2025,Completed,25.1001,55.4326,Medium,8590
INFRA-0342,Road Widening - Zone 9,Road Widening,RTA,Sharjah,2246,2022,2024,Completed,25.2187,54.9999,Medium,5898
INFRA-0343,Mixed Use Development Zone - Zone 18,Mixed Use Development Zone,Dubai Municipality,Other,2933,2023,2024,Completed,25.0785,55.0974,Low,191
INFRA-0344,Airport Expansion - Zone 12,Airport Expansion,ADNOC,Dubai,4558,2024,2029,Tendered,25.3615,55.178,High,3339
INFRA-0345,Bridge/Overpass - Zone 12,Bridge/Overpass,Dubai Municipality,Dubai,234,2024,2029,Completed,24.9033,55.668,Low,4757
INFRA-0346,Water Infrastructure - Zone 13,Water Infrastructure,Dubai South,Dubai,1870,2019,2021,In Progress,25.0861,54.9658,High,5289
INFRA-0347,Mixed Use Development Zone - Zone 8,Mixed Use Development Zone,ADJP,Sharjah,563,2021,2025,In Progress,25.3445,55.5102,Medium,8882
INFRA-0348,Free Zone - Zone 10,Free Zone,ADJP,Abu Dhabi,2369,2022,2027,In Progress,25.2643,55.081,Medium,1735
INFRA-0349,Water Infrastructure - Zone 6,Water Infrastructure,Expo Authority,Other,2328,2019,2020,In Progress,24.9737,55.3131,High,7449
INFRA-0350,Free Zone - Zone 17,Free Zone,ADJP,Dubai,4444,2022,2024,Tendered,25.1024,55.3344,Medium,9705
INFRA-0351,Mixed Use Development Zone - Zone 18,Mixed Use Development Zone,RTA,Dubai,1845,2022,2024,In Progress,24.8522,55.5088,Medium,4621
INFRA-0352,Free Zone - Zone 6,Free Zone,ADNOC,Abu Dhabi,3284,2020,2025,Planned,25.0258,55.0681,Medium,6440
INFRA-0353,Cycling Track - Zone 7,Cycling Track,Dubai South,Abu Dhabi,3929,2021,2026,Completed,25.0994,55.4765,Medium,7984
INFRA-0354,Smart Road - Zone 8,Smart Road,Smart Dubai,Dubai,4621,2022,2025,In Progress,25.3144,55.3361,High,4730
INFRA-0355,Port Development - Zone 5,Port Development,DMRC,Other,2060,2023,2026,In Progress,25.2952,54.9027,High,9965
INFRA-0356,Mixed Use Development Zone - Zone 5,Mixed Use Development Zone,RTA,Dubai,2397,2023,2024,In Progress,25.1805,55.2675,Medium,9502
INFRA-0357,Cycling Track - Zone 14,Cycling Track,RTA,Other,923,2024,2028,Tendered,25.1324,55.5733,Medium,1684
INFRA-0358,Airport Expansion - Zone 11,Airport Expansion,Dubai South,Dubai,4447,2020,2022,In Progress,24.9447,55.1106,Medium,5531
INFRA-0359,Free Zone - Zone 16,Free Zone,DMRC,Abu Dhabi,3288,2019,2022,Planned,25.2029,55.1944,Low,9996
INFRA-0360,Water Infrastructure - Zone 4,Water Infrastructure,DMRC,Dubai,3404,2019,2024,Tendered,25.1383,54.9333,Medium,2997
INFRA-0361,Free Zone - Zone 2,Free Zone,Expo Authority,Dubai,2352,2022,2027,Planned,25.3529,55.3677,Medium,5098
INFRA-0362,Bridge/Overpass - Zone 5,Bridge/Overpass,Smart Dubai,Dubai,4281,2018,2020,In Progress,25.3529,55.3365,High,7687
INFRA-0363,Mixed Use Development Zone - Zone 6,Mixed Use Development Zone,DEWA,Dubai,4971,2020,2022,Planned,25.1318,54.9226,Medium,4937
INFRA-0364,Metro Expansion - Zone 5,Metro Expansion,RTA,Sharjah,652,2018,2020,In Progress,25.1293,55.4888,Low,5078
INFRA-0365,Port Development - Zone 16,Port Development,Smart Dubai,Sharjah,2763,2018,2022,Completed,25.3525,55.2607,High,6197
INFRA-0366,District Cooling - Zone 8,District Cooling,ADNOC,Dubai,249,2022,2024,In Progress,25.1052,55.6997,Medium,8544
INFRA-0367,Port Development - Zone 6,Port Development,ADJP,Dubai,1889,2021,2023,In Progress,25.3087,55.5828,Medium,5387
INFRA-0368,Cycling Track - Zone 5,Cycling Track,Dubai Municipality,Sharjah,3635,2021,2026,Completed,24.9329,55.1238,High,4265
INFRA-0369,Free Zone - Zone 3,Free Zone,ADJP,Abu Dhabi,843,2024,2025,In Progress,25.3393,55.635,Low,6274
INFRA-0370,Free Zone - Zone 10,Free Zone,DEWA,Dubai,1844,2020,2025,In Progress,25.2888,55.6099,Medium,1200
INFRA-0371,Cycling Track - Zone 8,Cycling Track,ADJP,Dubai,1556,2024,2027,Completed,25.0944,55.4367,Medium,5405
INFRA-0372,Mixed Use Development Zone - Zone 7,Mixed Use Development Zone,ADNOC,Abu Dhabi,4722,2018,2020,Planned,24.8827,55.2805,High,8552
INFRA-0373,Airport Expansion - Zone 1,Airport Expansion,DEWA,Sharjah,4356,2021,2023,In Progress,25.3837,55.435,Low,3546
INFRA-0374,Smart Road - Zone 11,Smart Road,Smart Dubai,Abu Dhabi,2615,2020,2021,In Progress,25.2441,55.14,Low,9763
INFRA-0375,District Cooling - Zone 18,District Cooling,Dubai Municipality,Abu Dhabi,4093,2021,2024,Planned,25.1748,55.5213,Medium,4729
INFRA-0376,Smart Road - Zone 18,Smart Road,Expo Authority,Sharjah,4364,2019,2020,In Progress,25.0597,55.3208,High,1989
INFRA-0377,Bridge/Overpass - Zone 7,Bridge/Overpass,Dubai South,Dubai,1665,2021,2023,In Progress,25.3722,55.5369,Medium,7933
INFRA-0378,Airport Expansion - Zone 2,Airport Expansion,ADJP,Dubai,4687,2021,2023,In Progress,25.3657,54.9529,High,2113
INFRA-0379,Smart Road - Zone 10,Smart Road,Dubai South,Sharjah,1340,2018,2019,Completed,25.3151,55.4583,High,2589
INFRA-0380,District Cooling - Zone 20,District Cooling,DEWA,Dubai,971,2022,2024,Completed,25.2648,55.3376,High,3433
INFRA-0381,District Cooling - Zone 7,District Cooling,DEWA,Abu Dhabi,742,2021,2025,In Progress,24.8622,55.5196,Medium,1406
INFRA-0382,Airport Expansion - Zone 18,Airport Expansion,Dubai South,Sharjah,700,2020,2022,Completed,25.0747,55.1787,Low,1124
INFRA-0383,Road Widening - Zone 3,Road Widening,DEWA,Dubai,2566,2024,2029,Planned,24.9707,55.3776,Low,9111
INFRA-0384,Road Widening - Zone 20,Road Widening,RTA,Dubai,4802,2018,2019,In Progress,24.8621,55.599,Medium,7113
INFRA-0385,Mixed Use Development Zone - Zone 6,Mixed Use Development Zone,Expo Authority,Dubai,4271,2022,2027,In Progress,24.8655,55.324,Medium,1676
INFRA-0386,Smart Road - Zone 16,Smart Road,ADJP,Sharjah,1369,2021,2025,Completed,25.0899,55.4598,Low,1604
INFRA-0387,Free Zone - Zone 10,Free Zone,Dubai Municipality,Sharjah,517,2024,2027,Completed,25.2021,55.2394,Medium,7303
INFRA-0388,Bridge/Overpass - Zone 15,Bridge/Overpass,ADJP,Abu Dhabi,4588,2018,2020,Completed,24.8997,55.3062,Medium,5833
INFRA-0389,Free Zone - Zone 15,Free Zone,Dubai South,Dubai,4842,2020,2023,In Progress,25.1931,55.4265,High,8346
INFRA-0390,Metro Expansion - Zone 3,Metro Expansion,RTA,Dubai,4415,2024,2027,In Progress,25.0854,55.3918,Low,6856
INFRA-0391,District Cooling - Zone 6,District Cooling,Expo Authority,Dubai,3775,2024,2025,In Progress,25.2308,55.2823,Low,3275
INFRA-0392,Bridge/Overpass - Zone 7,Bridge/Overpass,Dubai Municipality,Dubai,1277,2023,2028,Completed,24.9411,55.1344,High,9523
INFRA-0393,Metro Expansion - Zone 13,Metro Expansion,DEWA,Dubai,1815,2022,2025,Planned,24.9238,55.109,Medium,7570
INFRA-0394,Free Zone - Zone 15,Free Zone,ADNOC,Dubai,1477,2024,2025,Tendered,24.8521,55.6607,Medium,6082
INFRA-0395,Water Infrastructure - Zone 7,Water Infrastructure,RTA,Other,3203,2018,2023,In Progress,25.2179,55.2901,Medium,4131
INFRA-0396,Airport Expansion - Zone 4,Airport Expansion,DEWA,Abu Dhabi,2586,2020,2022,In Progress,25.302,55.1446,Medium,8118
INFRA-0397,Metro Expansion - Zone 13,Metro Expansion,ADNOC,Dubai,4948,2019,2022,In Progress,25.0622,54.9186,Low,1160
INFRA-0398,Port Development - Zone 2,Port Development,RTA,Dubai,3901,2024,2026,Planned,25.1789,55.6924,High,2114
